"org_id","org_code","org_name","org_type","parent_org_id","org_level","org_index","create_date","update_date","path_code","org_desc"
4718,"4718",国际金融科技事业部_HRBP,"0",3094,3,4718,2025-06-30 09:55:30.657,2026-01-15 15:37:36.120,-1.400.2858.3094.4718,
3589,"3589",核算税务团队,"0",481,3,3589,2025-06-30 09:55:30.657,2026-01-29 11:39:13.405,-1.400.7409.481.3589,
3590,"3590",票据审核团队,"0",481,3,3590,2025-06-30 09:55:30.657,2026-01-29 11:39:13.436,-1.400.7409.481.3590,
4715,"4715",在线业务生态团队,"0",4712,3,4715,2025-06-30 09:55:30.657,2026-02-02 16:06:24.878,-1.400.401.4712.4715,
4859,"4859",数字化运营部_HRBP,"0",2852,3,4859,2025-06-30 09:55:30.657,2026-01-30 15:44:57.069,-1.400.2858.2852.4859,
2757,"2757",数据智能产品线_HRBP,"0",2751,3,2757,2025-06-30 09:55:30.657,2026-01-30 15:44:57.250,-1.400.2858.2751.2757,
3149,"3149",交通云产品部_HRBP,"0",2847,3,3149,2025-06-30 09:55:30.657,2026-01-30 17:09:36.742,-1.400.2858.2847.3149,
4885,"4885",合规办公室_HRBP,"0",2852,3,4885,2025-06-30 09:55:30.657,2026-01-30 18:04:36.652,-1.400.2858.2852.4885,
4879,"4879",质量效能团队,"0",4854,3,4879,2025-06-30 09:55:30.657,2026-01-31 01:14:59.084,-1.400.752.4854.4879,
4915,"4915",国内经营部,"0",2744,3,4915,2025-06-30 09:55:30.657,,-1.400.2737.2744.4915,
4917,"4917",国际经营部,"0",2744,3,4917,2025-06-30 09:55:30.657,,-1.400.2737.2744.4917,
4918,"4918",云智能经营部,"0",2744,3,4918,2025-06-30 09:55:30.657,,-1.400.2737.2744.4918,
4981,"4981",视觉设计团队,"0",7470,3,4981,2025-06-30 09:55:30.657,,-1.400.706.7470.4981,
4984,"4984",运营管理部,"0",4947,3,4984,2025-06-30 09:55:30.657,,-1.400.706.4947.4984,
4985,"4985",云交付一部,"0",4947,3,4985,2025-06-30 09:55:30.657,,-1.400.706.4947.4985,
4987,"4987",云交付二部,"0",4947,3,4987,2025-06-30 09:55:30.657,,-1.400.706.4947.4987,
4989,"4989",烟草销售部,"0",4948,3,4989,2025-06-30 09:55:30.657,,-1.400.706.4948.4989,
5007,"5007",综合项目部,"0",7555,3,5007,2025-06-30 09:55:30.657,,-1.400.706.7555.5007,
5008,"5008",综合架构部,"0",7556,3,5008,2025-06-30 09:55:30.657,,-1.400.706.7556.5008,
5073,"5073",解决方案部_HRBP,"0",2847,3,5073,2025-06-30 09:55:30.657,,-1.400.2858.2847.5073,
5076,"5076",云业务营销部_HRBP,"0",2847,3,5076,2025-06-30 09:55:30.657,,-1.400.2858.2847.5076,
5077,"5077",烟草事业部_HRBP,"0",2847,3,5077,2025-06-30 09:55:30.657,,-1.400.2858.2847.5077,
5078,"5078",云基础产品部_HRBP,"0",2847,3,5078,2025-06-30 09:55:30.657,,-1.400.2858.2847.5078,
5363,"5363",国内资源产品线,"0",7075,3,5363,2025-06-30 09:55:30.657,,-1.400.402.7075.5363,
5400,"5400",员工关系团队,"0",2445,3,5400,2025-06-30 09:55:30.657,,-1.400.7410.2445.5400,
5402,"5402",薪酬福利团队,"0",2445,3,5402,2025-06-30 09:55:30.657,,-1.400.7410.2445.5402,
5498,"5498",财经管理部_HRBP,"0",7411,3,5498,2025-06-30 09:55:30.657,,-1.400.2858.7411.5498,
5845,"5845",一朵云运营部,"0",4947,3,5845,2025-06-30 09:55:30.657,,-1.400.706.4947.5845,
5999,"5999",Western Hemisphere NOC,"0",3151,3,5999,2025-06-30 09:55:30.657,,-1.400.401.3151.5999,
6000,"6000",国际客户经营中心_HRBP,"0",3094,3,6000,2025-06-30 09:55:30.657,,-1.400.2858.3094.6000,
6001,"6001",国际产品经营中心_HRBP,"0",3094,3,6001,2025-06-30 09:55:30.657,,-1.400.2858.3094.6001,
6003,"6003",亚太营销片区,"0",5998,3,6003,2025-06-30 09:55:30.657,,-1.400.401.5998.6003,
6004,"6004",东南亚营销片区,"0",5998,3,6004,2025-06-30 09:55:30.657,,-1.400.401.5998.6004,
6005,"6005",南亚营销片区,"0",5998,3,6005,2025-06-30 09:55:30.657,,-1.400.401.5998.6005,
6007,"6007",中东北非独联体营销片区,"0",5998,3,6007,2025-06-30 09:55:30.657,,-1.400.401.5998.6007,
6008,"6008",欧洲法电营销片区,"0",5998,3,6008,2025-06-30 09:55:30.657,,-1.400.401.5998.6008,
6009,"6009",南美营销片区,"0",5998,3,6009,2025-06-30 09:55:30.657,,-1.400.401.5998.6009,
6010,"6010",国际交付一部,"0",5998,3,6010,2025-06-30 09:55:30.657,,-1.400.401.5998.6010,
6011,"6011",国际交付二部,"0",5998,3,6011,2025-06-30 09:55:30.657,,-1.400.401.5998.6011,
6012,"6012",国际交付三部,"0",5998,3,6012,2025-06-30 09:55:30.657,,-1.400.401.5998.6012,
6013,"6013",非洲营销片区,"0",5998,3,6013,2025-06-30 09:55:30.657,,-1.400.401.5998.6013,
6014,"6014",国际交付四部,"0",5998,3,6014,2025-06-30 09:55:30.657,,-1.400.401.5998.6014,
5493,"5493",国内中心财务,"0",5489,3,5493,2025-06-30 09:55:30.657,2026-02-06 17:28:56.355,-1.400.7409.5489.5493,
5494,"5494",国际中心财务,"0",5489,3,5494,2025-06-30 09:55:30.657,2026-02-06 17:28:56.355,-1.400.7409.5489.5494,
6078,"6078",国内政企业务产品线,"0",7075,3,6078,2025-06-30 09:55:30.657,,-1.400.402.7075.6078,
5401,"5401",招聘配置团队,"0",2445,3,5401,2025-06-30 09:55:30.657,2026-02-13 11:02:55.438,-1.400.7410.2445.5401,
6236,"6236",综合服务团队,"0",6235,3,6236,2025-06-30 09:55:30.657,,-1.400.7410.6235.6236,
6237,"6237",综合运营支撑部_HRBP,"0",7412,3,6237,2025-06-30 09:55:30.657,,-1.400.2858.7412.6237,
6238,"6238",餐饮服务团队,"0",6235,3,6238,2025-06-30 09:55:30.657,,-1.400.7410.6235.6238,
6239,"6239",车辆服务团队,"0",6235,3,6239,2025-06-30 09:55:30.657,,-1.400.7410.6235.6239,
6240,"6240",运维服务团队,"0",6235,3,6240,2025-06-30 09:55:30.657,,-1.400.7410.6235.6240,
6242,"6242",安防管理团队,"0",6235,3,6242,2025-06-30 09:55:30.657,,-1.400.7410.6235.6242,
6250,"6250",交付管理办公室,"0",7469,3,6250,2025-06-30 09:55:30.657,,-1.400.706.7469.6250,
6251,"6251",项目交付一部,"0",7469,3,6251,2025-06-30 09:55:30.657,,-1.400.706.7469.6251,
6252,"6252",项目交付二部,"0",7469,3,6252,2025-06-30 09:55:30.657,,-1.400.706.7469.6252,
6253,"6253",项目交付三部,"0",7469,3,6253,2025-06-30 09:55:30.657,,-1.400.706.7469.6253,
6081,"6081",产品共享中心,"0",7075,3,108,2025-06-30 09:55:30.657,2026-02-05 13:58:13.866,-1.400.402.7075.6081,
5514,"5514",<待撤销>云智能PMO团队,"0",3171,3,5514,2025-06-30 09:55:30.657,2026-02-13 01:13:06.080,-1.400.706.3171.5514,
4972,"4972",解决方案部,"0",7469,3,221,2025-06-30 09:55:30.657,2026-02-13 09:07:55.409,-1.400.706.7469.4972,
5495,"5495",云智能中心财务,"0",5489,3,5495,2025-06-30 09:55:30.657,2026-01-29 11:39:13.060,-1.400.7409.5489.5495,
5492,"5492",<待撤销>收款管理团队,"0",5489,3,5492,2025-06-30 09:55:30.657,2026-02-12 16:57:53.891,-1.400.7409.5489.5492,
5620,"5620",内审部_HRBP,"0",2852,3,5620,2025-06-30 09:55:30.657,2026-01-30 18:04:36.655,-1.400.2858.2852.5620,
5616,"5616",产品质量委员会,"0",4854,3,163,2025-06-30 09:55:30.657,2026-01-31 01:14:59.682,-1.400.752.4854.5616,
6254,"6254",项目交付四部,"0",7469,3,6254,2025-06-30 09:55:30.657,,-1.400.706.7469.6254,
6255,"6255",项目交付五部,"0",7469,3,6255,2025-06-30 09:55:30.657,,-1.400.706.7469.6255,
6258,"6258",综合开发部,"0",7470,3,6258,2025-06-30 09:55:30.657,,-1.400.706.7470.6258,
6310,"6310",云业务交付部_HRBP,"0",2847,3,6310,2025-06-30 09:55:30.657,,-1.400.2858.2847.6310,
6394,"6394",AI算法及应用研发部,"0",2744,3,6394,2025-06-30 09:55:30.657,,-1.400.2737.2744.6394,
6395,"6395",AI平台研发部,"0",2744,3,6395,2025-06-30 09:55:30.657,,-1.400.2737.2744.6395,
6516,"6516",国际交付五部,"0",5998,3,6516,2025-06-30 09:55:30.657,,-1.400.401.5998.6516,
6533,"6533",印度经营片区,"0",5998,3,6533,2025-06-30 09:55:30.657,,-1.400.401.5998.6533,
6621,"6621",国际BSS产品线,"0",5997,3,6621,2025-06-30 09:55:30.657,,-1.400.401.5997.6621,
6723,"6723",产品技术管理办公室,"0",7470,3,6723,2025-06-30 09:55:30.657,,-1.400.706.7470.6723,
6728,"6728",攻坚交付部,"0",3151,3,6728,2025-06-30 09:55:30.657,,-1.400.401.3151.6728,
6758,"6758",政企业务产品部_HRBP,"0",2847,3,6758,2025-06-30 09:55:30.657,,-1.400.2858.2847.6758,
6909,"6909",在线产品线,"0",4712,3,6909,2025-06-30 09:55:30.657,,-1.400.401.4712.6909,
6911,"6911",在线市场拓展部,"0",4712,3,6911,2025-06-30 09:55:30.657,,-1.400.401.4712.6911,
6978,"6978",营销一部,"0",7468,3,6978,2025-06-30 09:55:30.657,,-1.400.706.7468.6978,
6979,"6979",营销二部,"0",7468,3,6979,2025-06-30 09:55:30.657,,-1.400.706.7468.6979,
6980,"6980",营销六部,"0",7468,3,6980,2025-06-30 09:55:30.657,,-1.400.706.7468.6980,
6982,"6982",营销十部,"0",7468,3,6982,2025-06-30 09:55:30.657,,-1.400.706.7468.6982,
6983,"6983",营销五部,"0",7468,3,6983,2025-06-30 09:55:30.657,,-1.400.706.7468.6983,
6984,"6984",营销九部,"0",7468,3,6984,2025-06-30 09:55:30.657,,-1.400.706.7468.6984,
6985,"6985",营销八部,"0",7468,3,6985,2025-06-30 09:55:30.657,,-1.400.706.7468.6985,
6986,"6986",营销七部,"0",7468,3,6986,2025-06-30 09:55:30.657,,-1.400.706.7468.6986,
6987,"6987",营销四部,"0",7468,3,6987,2025-06-30 09:55:30.657,,-1.400.706.7468.6987,
6988,"6988",营销三部,"0",7468,3,6988,2025-06-30 09:55:30.657,,-1.400.706.7468.6988,
7076,"7076",产品事业部_HRBP,"0",2821,3,7076,2025-06-30 09:55:30.657,,-1.400.2858.2821.7076,
7135,"7135",海外HR团队,"0",2445,3,7135,2025-06-30 09:55:30.657,,-1.400.7410.2445.7135,
7171,"7171",HRBP管理部_HRBP,"0",7412,3,7171,2025-06-30 09:55:30.657,,-1.400.2858.7412.7171,
7876,"7876",数马长沙团队,"1",7869,4,0,2025-09-18 16:26:22.625,2025-10-22 16:27:30.191,-1.400.706.4868.7869.7876,
7874,"7874",数马成都团队,"1",7869,4,0,2025-09-18 16:26:03.065,2025-10-22 16:27:30.314,-1.400.706.4868.7869.7874,
7271,"7271",烟草研发部,"0",4948,3,7271,2025-06-30 09:55:30.657,,-1.400.706.4948.7271,
7290,"7290",大湾区业务部,"0",7470,3,7290,2025-06-30 09:55:30.657,,-1.400.706.7470.7290,
7313,"7313",平台技术部,"0",5997,3,7313,2025-06-30 09:55:30.657,,-1.400.401.5997.7313,
6154,"6154",OSS研发二部第一研发团队,"0",6089,5,196,2025-06-30 09:55:30.657,2026-02-09 10:41:45.993,-1.400.402.7075.3821.6089.6154,
7911,"7911",移动应用产品研发团队,"1",6091,5,0,2026-02-09 10:41:44.731,2026-02-10 01:10:46.041,-1.400.402.7075.5363.6091.7911,
7317,"7317",云创新部,"0",4947,3,7317,2025-06-30 09:55:30.657,,-1.400.706.4947.7317,
7318,"7318",云产品方案部,"0",4947,3,7318,2025-06-30 09:55:30.657,,-1.400.706.4947.7318,
7323,"7323",电力事业部_HRBP,"0",2847,3,7323,2025-06-30 09:55:30.657,,-1.400.2858.2847.7323,
7324,"7324",云产品研发部,"0",4947,3,7324,2025-06-30 09:55:30.657,,-1.400.706.4947.7324,
7272,"7272",烟草经营二部,"0",4948,3,7272,2025-06-30 09:55:30.657,2026-01-07 10:22:12.515,-1.400.706.4948.7272,
7268,"7268",烟草经营三部,"0",4948,3,7268,2025-06-30 09:55:30.657,2026-01-07 10:22:12.660,-1.400.706.4948.7268,
7269,"7269",烟草经营一部,"0",4948,3,7269,2025-06-30 09:55:30.657,2026-01-07 10:27:12.549,-1.400.706.4948.7269,
7251,"7251",华泰项目交付团队,"0",5998,3,7251,2025-06-30 09:55:30.657,2025-07-28 15:35:47.504,-1.400.401.5998.7251,
7247,"7247",强基云研发交付团队,"0",7245,3,7247,2025-06-30 09:55:30.657,2025-08-04 13:40:07.482,-1.400.402.7245.7247,
7100,"7100",营销十四部,"0",7468,3,240,2025-06-30 09:55:30.657,2025-08-12 09:19:23.308,-1.400.706.7468.7100,
6910,"6910",国际云网方案与交付部,"0",4712,3,6910,2025-06-30 09:55:30.657,2026-01-10 01:13:40.318,-1.400.401.4712.6910,
6489,"6489",LTC 流程团队,"0",5489,3,6489,2025-06-30 09:55:30.657,2026-01-29 11:39:13.046,-1.400.7409.5489.6489,
7267,"7267",预算绩效团队,"0",5489,3,7267,2025-06-30 09:55:30.657,2026-01-29 11:39:13.167,-1.400.7409.5489.7267,
7325,"7325",政府基金团队,"0",481,3,7325,2025-06-30 09:55:30.657,2026-01-29 11:39:13.617,-1.400.7409.481.7325,
7413,"7413",HRBP_共享平台中心,"0",2906,3,7413,2025-06-30 09:55:30.657,2026-02-03 15:22:07.643,-1.400.7410.2906.7413,
7125,"7125",咨询专家团队,"0",2617,3,7125,2025-06-30 09:55:30.657,2026-02-14 11:23:39.044,-1.400.402.2617.7125,
7312,"7312",大模型创新部_HRBP,"0",2751,3,7312,2025-06-30 09:55:30.657,2026-01-30 15:54:56.398,-1.400.2858.2751.7312,
7321,"7321",IT运营团队,"0",4854,3,7321,2025-06-30 09:55:30.657,2026-01-31 01:14:58.283,-1.400.752.4854.7321,
7322,"7322",产品安全运营团队,"0",4854,3,7322,2025-06-30 09:55:30.657,2026-01-31 01:14:58.409,-1.400.752.4854.7322,
7320,"7320",云雀团队,"0",4854,3,7320,2025-06-30 09:55:30.657,2026-01-31 01:14:58.524,-1.400.752.4854.7320,
7302,"7302",云AI经营部,"0",2617,3,7302,2025-06-30 09:55:30.657,2026-02-05 13:58:13.257,-1.400.402.2617.7302,
7319,"7319",运营结算组,"0",3171,3,7319,2025-06-30 09:55:30.657,2026-02-13 01:12:54.321,-1.400.706.3171.7319,
7327,"7327",商务拓展组,"0",3171,3,7327,2025-06-30 09:55:30.657,2026-02-13 01:12:54.326,-1.400.706.3171.7327,
7430,"7430",数智咨询团队,"0",2744,3,7430,2025-06-30 09:55:30.657,,-1.400.2737.2744.7430,
7531,"7531",在线交付部,"0",4712,3,7531,2025-06-30 09:55:30.657,,-1.400.401.4712.7531,
7557,"7557",产品架构部,"0",6244,3,7557,2025-06-30 09:55:30.657,,-1.400.706.6244.7557,
7558,"7558",产品研发部,"0",6244,3,7558,2025-06-30 09:55:30.657,,-1.400.706.6244.7558,
7559,"7559",云网交付部,"0",4947,3,7559,2025-06-30 09:55:30.657,,-1.400.706.4947.7559,
7560,"7560",云运维部,"0",4947,3,7560,2025-06-30 09:55:30.657,,-1.400.706.4947.7560,
7561,"7561",产品规划研发部,"0",7556,3,7561,2025-06-30 09:55:30.657,,-1.400.706.7556.7561,
