"id","user_id","org_id","position_id","user_type"
26,50,6004,1817,BUSINESS_MAN
10688033,21867,6419,1943,ORD_USER
10688035,30470,6418,1057,ORD_USER
10688037,18371,6419,1943,ORD_USER
10688039,37100,6419,1471,ORD_USER
10688041,39762,6418,1471,ORD_USER
10688043,38234,6419,1942,ORD_USER
10688047,43656,6419,1471,ORD_USER
10779245,46066,7423,1751,ORD_USER
10749912,45790,2457,1751,ORD_USER
10749914,45840,7475,1633,ORD_USER
121,144,6671,1547,ORD_USER
10738196,470,7350,2002,ORD_USER
10738199,825,2869,1322,ORG_MAN
10726005,37095,3946,1203,ORD_USER
10762208,45839,6069,1471,ORD_USER
10650089,41301,5456,1473,ORD_USER
10762316,42761,7395,1751,ORD_USER
128,156,4781,1465,ORD_USER
10779247,44123,7423,1471,ORD_USER
10726007,30747,3946,1203,ORD_USER
10726037,4077,6748,1751,ORD_USER
10726047,32006,6748,1754,ORD_USER
134,167,4781,1883,ORD_USER
10779249,46016,7423,1467,ORD_USER
10650091,29864,7738,1471,ORD_USER
10762318,35934,7395,1751,ORD_USER
140,176,2911,1439,ORD_USER
10749918,28302,6771,2002,ORD_USER
10395648,46694,2619,1313,ORD_USER
10738336,46653,7849,1313,ORD_USER
10738338,46677,6399,1313,ORD_USER
10738340,22010,7878,1758,ORG_MAN
10738342,21790,7878,1751,ORD_USER
10738344,22492,7437,1751,ORD_USER
10653485,45661,7627,1751,ORD_USER
10738346,21947,2893,1547,ORD_USER
10738348,23082,7456,1469,ORD_USER
10762320,35882,7395,1469,ORD_USER
10738358,23844,7442,1469,ORD_USER
10423518,46708,6324,1702,ORD_USER
10762322,38044,7395,1751,ORD_USER
10762324,35657,7395,1751,ORD_USER
10423522,46715,5521,1467,ORD_USER
10423524,46712,7716,1313,ORD_USER
10762326,35436,7395,1758,ORG_MAN
10783508,1486,6143,1745,ORD_USER
10783520,235,7662,1746,ORD_USER
162,194,7558,1546,ORD_USER
10762328,31400,7395,2002,ORD_USER
10783522,337,7413,1787,ORG_MAN
10783524,337,2751,1787,ORG_MAN
10783526,337,7898,1787,ORG_MAN
10783528,46014,7528,1473,ORD_USER
10783530,14696,6861,1943,ORD_USER
10783532,39834,7744,1471,ORD_USER
10783534,252,2911,1439,ORD_USER
10738368,34828,7459,1469,ORD_USER
10762330,38195,7395,1751,ORD_USER
10783536,252,6647,1439,ORG_MAN
10783538,252,6622,1439,ORG_MAN
10783540,252,6645,1439,ORG_MAN
10783542,252,6646,1439,ORG_MAN
10747929,14514,3517,1633,ORD_USER
10783544,252,3994,1439,ORG_MAN
10783546,252,6644,1439,ORG_MAN
10783548,252,6653,1439,ORG_MAN
10747945,28264,2145,2002,ORD_USER
183,218,7595,1547,ORD_USER
10748025,29142,5440,1171,ORD_USER
10250040,43453,7399,1767,ORD_USER
10783550,252,6654,1439,ORG_MAN
10250046,43460,7399,1767,ORD_USER
10761207,33580,7906,1751,ORD_USER
10423556,46713,7572,1313,ORD_USER
195,239,7680,1471,ORD_USER
10786019,6055,7844,1611,ORD_USER
10786020,6055,7844,1611,ORG_MAN
10423562,46709,7257,1696,ORD_USER
10748504,33144,7823,1611,ORD_USER
10748506,32967,3518,1171,ORD_USER
10786021,6055,7844,1611,BUSINESS_MAN
10423566,46714,7702,1702,ORD_USER
10748656,20846,7628,2003,ORG_MAN
10748658,20851,7628,1500,ORD_USER
205,247,3908,1611,ORD_USER
10786022,6055,7844,1611,PLAT_DEVOPS
10786023,6055,7844,1611,DEV_USER
10748672,33892,6772,2002,ORD_USER
10786024,6055,7844,1611,DIGITAL_POSITION_MAN
10786025,6055,7844,1611,ENTERPRISE_ASSET_OPERATION
10748789,595,6761,1745,ORD_USER
10761211,32000,7906,2002,ORD_USER
10761269,21522,7657,1746,ORD_USER
10761271,43187,7659,1751,ORD_USER
10761273,18322,2909,1439,ORD_USER
221,256,6045,1152,ORD_USER
10761275,18322,7791,1439,ORG_MAN
10761277,18322,7805,1439,ORG_MAN
10761279,18322,7794,1439,ORG_MAN
225,266,4794,1471,ORD_USER
119,131,7075,1393,BUSINESS_MAN
129,157,6677,1758,BUSINESS_MAN
10597559,15067,7724,1500,ORD_USER
10597607,18032,7714,2003,ORG_MAN
10597613,18232,7715,2003,ORG_MAN
231,277,7295,1200,ORD_USER
10779258,602,7165,1758,ORG_MAN
10762337,33903,7395,1751,ORD_USER
10783509,46355,7704,1633,ORD_USER
10738201,551,7819,1715,ORD_USER
10762339,29150,7906,2002,ORD_USER
10738203,47098,7322,1547,ORD_USER
10653481,45541,7868,1601,ORD_USER
10726009,21113,3947,1762,ORD_USER
10783512,7017,7662,1467,ORD_USER
10391243,44788,7506,1500,ORD_USER
10762341,29652,7395,1767,ORD_USER
10783514,94,7125,1611,ORD_USER
248,301,6014,2043,ORD_USER
10738205,522,7445,1751,ORD_USER
10687803,31983,6935,1751,ORD_USER
10395640,46693,6324,1702,ORD_USER
252,307,7563,1500,ORD_USER
10738207,18960,7445,1467,ORD_USER
254,312,6056,1465,ORD_USER
10738238,33503,6401,1745,ORD_USER
10726013,45073,6471,1942,ORD_USER
10726015,11088,6391,1500,ORD_USER
10403160,29349,6069,1471,ORD_USER
10726017,2931,6748,1751,ORD_USER
10783516,1869,7003,1131,ORD_USER
10160785,46242,7251,1203,ORD_USER
10783518,18961,7929,1751,ORD_USER
263,322,2618,1500,ORD_USER
10783643,46580,7924,1751,ORD_USER
10786026,504,7844,1611,BUSINESS_MAN
10406637,46002,7275,1471,ORD_USER
267,330,7075,1394,ORD_USER
268,331,7722,1500,ORD_USER
10738240,33512,7653,1469,ORD_USER
10762343,21752,7395,2002,ORD_USER
10762345,28330,7906,2002,ORD_USER
10762347,15025,7395,1467,ORD_USER
10738244,29027,6402,1751,ORD_USER
10786027,504,7844,1611,DEV_USER
10786028,504,7844,1611,ORD_USER
10726019,10239,3947,1762,ORD_USER
10688005,7258,6663,1203,ORD_USER
278,342,2513,1611,ORD_USER
10786029,504,7844,1611,ORG_MAN
10170071,45242,7704,1702,ORD_USER
10762349,22985,7395,2002,ORD_USER
10786030,504,7844,1611,PLAT_MAN
10747953,28836,6761,2002,ORD_USER
10170077,45109,7702,1702,ORD_USER
10762351,15049,7394,1751,ORD_USER
10786031,504,7844,1611,PLAT_DEVOPS
10786032,504,7844,1611,DIGITAL_POSITION_MAN
10786033,504,7844,1611,ENTERPRISE_ASSET_OPERATION
10747957,28830,2032,1469,ORD_USER
10688295,12422,6556,1889,ORD_USER
294,364,6676,1547,ORD_USER
10748520,17,4210,1171,ORD_USER
10786691,2634,7745,1768,ORG_MAN
10688329,44508,7541,1471,ORD_USER
10688331,42232,7541,1471,ORD_USER
10688333,45737,6918,1479,ORD_USER
10786693,36881,4782,1471,ORD_USER
10688567,29375,6551,1471,ORD_USER
10748601,33720,4212,1469,ORD_USER
10688571,29442,6663,1203,ORD_USER
10688573,29437,7098,1751,ORD_USER
10748603,33643,2032,1751,ORD_USER
10748783,559,7783,1351,ORG_MAN
309,378,2155,1802,ORD_USER
313,383,6379,1465,ORD_USER
10748785,564,4481,2003,ORG_MAN
10748787,588,7824,1611,ORD_USER
317,390,6053,1465,ORD_USER
318,391,3848,1584,ORD_USER
10748985,41365,7475,1751,ORD_USER
322,394,6529,1465,ORD_USER
10748991,41282,7194,1751,ORD_USER
10461341,28555,7881,1796,ORG_MAN
331,397,5402,1789,ORD_USER
337,403,7017,1471,ORD_USER
338,404,7013,1471,ORD_USER
339,405,7746,1471,ORD_USER
10461343,28555,7572,1796,ORG_MAN
341,408,6523,1471,ORD_USER
234,281,6013,1817,BUSINESS_MAN
10461345,28555,7587,1796,ORG_MAN
237,285,6254,1392,BUSINESS_MAN
5251580904918107,1954,3299,2003,BUSINESS_MAN
241,289,6018,1392,BUSINESS_MAN
10471160,46742,6344,1500,ORD_USER
10471162,46746,7251,1203,ORD_USER
10471164,46749,7251,1203,ORD_USER
10471168,46747,7251,1203,ORD_USER
10738209,20263,7437,1751,ORD_USER
10738219,31830,7310,1469,ORD_USER
10738221,31837,7445,1467,ORD_USER
10738223,31859,2897,1751,ORD_USER
10762357,8365,7395,1746,ORD_USER
354,431,6529,1465,ORD_USER
10738225,32056,7350,2002,ORD_USER
5251580904918110,37833,7836,1001,ORD_USER
357,435,3910,1611,ORD_USER
358,436,3910,1611,ORD_USER
359,437,7519,1203,ORD_USER
362,441,6532,1465,ORD_USER
363,442,7563,1769,ORD_USER
372,458,7746,1471,ORD_USER
373,463,7009,1762,ORD_USER
375,467,6532,1465,ORD_USER
10749926,45955,2013,1313,ORD_USER
10160787,6860,6529,1465,ORD_USER
10726021,45186,6471,1943,ORD_USER
381,475,7597,1751,ORD_USER
10749928,36065,6761,2002,ORD_USER
10749938,14673,4480,1500,ORD_USER
10653489,45566,6057,1471,ORD_USER
10738228,33879,7433,1469,ORD_USER
10395641,46691,7694,1753,ORD_USER
10750105,37106,5696,2002,ORD_USER
10403164,45677,7284,1469,ORD_USER
10726023,41689,6391,1500,ORD_USER
10726025,46878,6471,1942,ORD_USER
397,501,7291,1547,ORD_USER
10687807,37184,6935,1751,ORD_USER
10726027,45999,7706,1465,ORD_USER
10687809,38064,6935,1751,ORD_USER
10726029,8695,6748,1751,ORD_USER
10747959,28831,2032,1469,ORD_USER
10726031,799,3947,1762,ORD_USER
10408453,38103,7506,1500,ORD_USER
10726033,1160,6748,1751,ORD_USER
10750107,37146,5696,1633,ORD_USER
10173139,42229,7866,1601,ORD_USER
10761215,41910,7912,1751,ORD_USER
10747961,35825,6772,2002,ORD_USER
10748137,29765,2713,1633,ORD_USER
10761217,39318,7912,1751,ORD_USER
10687835,39819,6420,1471,ORD_USER
10761219,3495,7912,1171,ORD_USER
10687911,45178,6938,1751,ORD_USER
10748139,29711,2013,1751,ORD_USER
10687915,42417,6938,1751,ORD_USER
10687917,45352,6938,1751,ORD_USER
10687921,4108,6662,2015,ORG_MAN
10687923,24511,6937,1751,ORD_USER
10687925,42459,6937,1751,ORD_USER
10687991,14147,6940,1758,ORG_MAN
10687993,25299,6940,1467,ORD_USER
10687995,20302,6940,1467,ORD_USER
10688067,15970,6668,1203,ORD_USER
10726079,22454,6748,1467,ORD_USER
10761221,45957,7909,1313,ORD_USER
10688069,23217,6664,1203,ORD_USER
10748155,30749,3515,1751,ORD_USER
10688071,31381,6664,1203,ORD_USER
449,572,3908,1611,ORD_USER
10748157,36620,2457,1633,ORD_USER
10761223,31494,7684,1467,ORD_USER
10688079,21366,6666,1203,ORD_USER
10761225,4909,7831,1751,ORD_USER
10761227,15336,3802,1751,ORD_USER
349,423,7005,1748,BUSINESS_MAN
360,438,7004,1322,BUSINESS_MAN
10761229,45666,3802,1751,ORD_USER
10761231,13999,7154,1751,ORD_USER
10761233,42993,7157,1756,ORD_USER
10761235,23239,6147,1467,ORD_USER
10688181,27200,6424,1471,ORD_USER
10738230,32771,7334,1551,ORD_USER
10738232,33020,7454,1469,ORD_USER
458,583,7519,1203,ORD_USER
10738234,32873,7353,1551,ORD_USER
460,590,6236,1794,ORD_USER
10738236,32375,7459,1758,ORG_MAN
10747965,2613,3832,1322,ORG_MAN
10762358,5636,7394,1764,ORD_USER
10749940,28823,2032,1500,ORD_USER
465,597,7025,1203,ORD_USER
10747969,35840,4212,1473,ORD_USER
10762361,3825,7393,1200,ORD_USER
473,615,5402,1790,ORD_USER
476,623,6673,1547,ORD_USER
10762874,36013,5279,1500,ORD_USER
10689612,78,7886,2044,ORG_MAN
10689614,78,7736,2044,ORG_MAN
10689616,78,6055,2044,ORG_MAN
10689618,78,3888,2044,ORG_MAN
10395657,42713,7856,1633,ORD_USER
10749942,28356,1974,1751,ORD_USER
10689620,78,6556,2044,ORG_MAN
488,643,4795,1471,ORD_USER
489,644,7337,2029,ORD_USER
10689622,12365,7855,1601,ORD_USER
10748557,6302,4477,1500,ORD_USER
10748559,6423,3515,1473,ORD_USER
10689626,15910,7107,1601,ORD_USER
10748561,6457,2713,2003,ORG_MAN
10749944,35845,2145,2002,ORD_USER
499,679,7746,1471,ORD_USER
10763114,31152,7646,1546,ORD_USER
10763217,22820,7291,2002,ORD_USER
10748652,20858,7628,1633,ORD_USER
504,697,4473,1500,ORD_USER
10763228,39951,7857,1601,ORD_USER
10748654,20861,7628,1171,ORD_USER
10763230,18309,3909,1611,ORD_USER
10761239,15526,3800,1467,ORD_USER
10761241,41799,7831,1751,ORD_USER
10763567,4904,7579,1758,ORG_MAN
10459415,43633,7675,1203,ORD_USER
10748849,34592,2145,1500,ORD_USER
10761243,33818,3818,1751,ORD_USER
10763671,3512,4480,2003,ORG_MAN
10459425,41509,7675,1203,ORD_USER
10459427,43631,7675,2002,ORD_USER
10459445,41474,7675,2002,ORD_USER
10748853,34562,2145,2002,ORD_USER
523,732,4781,1465,ORD_USER
524,734,3803,1751,ORD_USER
10763713,24609,6155,1467,ORD_USER
10748857,34459,4477,1633,ORD_USER
10761245,12287,7164,1751,ORD_USER
10748899,46297,4212,1633,ORD_USER
10763715,38773,3589,1800,ORD_USER
10748901,46275,7475,1313,ORD_USER
10748903,46398,4207,1313,ORD_USER
10748972,41274,7628,1203,ORD_USER
10656337,47006,7399,1767,ORD_USER
10761567,32887,7906,2002,ORD_USER
10656345,38905,7295,1745,ORD_USER
10748974,46904,7616,1152,ORD_USER
537,772,4521,1097,ORD_USER
10763730,24886,6155,1751,ORD_USER
10748978,47048,3517,1313,ORD_USER
10761841,21771,6156,2002,ORD_USER
545,783,4717,2053,ORD_USER
10748983,47088,3806,1313,ORD_USER
548,795,3906,2053,ORD_USER
10749101,43019,7475,1751,ORD_USER
10761921,18503,7659,1746,ORD_USER
10764500,44759,7582,1633,ORD_USER
10764642,19052,6242,1025,ORD_USER
10764656,13076,6097,1322,ORG_MAN
563,820,3909,1611,ORD_USER
10657167,46933,4989,1955,ORD_USER
10173137,4757,7005,1750,ORD_USER
468,600,6056,2042,BUSINESS_MAN
568,826,6671,1752,ORD_USER
10749948,36193,4477,1751,ORD_USER
10762363,1549,7393,1200,ORD_USER
10762367,486,7393,2016,ORG_MAN
10738248,29207,7878,1467,ORD_USER
576,841,6044,2052,ORD_USER
10738258,21549,7442,1469,ORD_USER
578,843,6523,1890,ORD_USER
10738260,21188,7445,1751,ORD_USER
10738262,21085,7456,1469,ORD_USER
10738264,20286,7878,1753,ORD_USER
10762369,335,7393,1746,ORD_USER
10173131,42715,7866,1601,ORD_USER
10738269,29278,7437,1750,ORD_USER
10738271,44748,7653,1753,ORD_USER
10762371,119,7393,1200,ORD_USER
10173135,42505,7866,1601,ORD_USER
10738293,33926,6402,1751,ORD_USER
10748165,36770,4480,1469,ORD_USER
597,885,3908,1611,ORD_USER
10762876,28488,4989,1394,ORG_MAN
10738299,34040,7350,2002,ORD_USER
570,830,6012,2044,BUSINESS_MAN
10762878,28488,4948,1394,ORG_MAN
10763290,44732,6668,1203,ORD_USER
606,906,7715,1769,ORD_USER
572,833,7014,1768,BUSINESS_MAN
10763611,34777,7874,1751,ORD_USER
612,915,2909,1439,ORD_USER
614,916,7014,1771,ORD_USER
10738306,44971,7443,1751,ORD_USER
10738308,30335,7456,1758,ORG_MAN
10763612,34777,7874,1751,BUSINESS_MAN
10763732,1379,4879,1715,ORD_USER
10738312,34568,7878,1751,ORD_USER
10738314,34603,7454,1469,ORD_USER
10738380,35567,7436,1200,ORD_USER
10748171,37127,3515,1633,ORD_USER
624,932,6056,1465,ORD_USER
10738382,31499,7448,1753,ORD_USER
10738384,35968,6402,1753,ORD_USER
10764763,2755,7212,1152,ORD_USER
10192710,38036,7636,1467,ORD_USER
10738388,24228,6398,1203,ORD_USER
10738402,46915,7445,1467,ORD_USER
10738404,46993,6410,1203,ORD_USER
10738406,24972,7434,1753,ORD_USER
10687889,1458,6051,1392,ORG_MAN
10459417,30326,7675,1745,ORD_USER
639,967,3908,1611,ORD_USER
10459419,43629,7675,2002,ORD_USER
10738408,25269,7850,1751,ORD_USER
590,880,5521,2003,BUSINESS_MAN
10459447,43632,7675,1200,ORD_USER
644,973,7014,1500,ORD_USER
10688052,38470,6940,1751,ORD_USER
599,887,3890,2044,BUSINESS_MAN
10688055,40398,7540,1754,ORD_USER
10688057,45040,7540,1754,ORD_USER
605,905,6046,1083,BUSINESS_MAN
607,907,7758,1351,BUSINESS_MAN
10688123,42733,7540,1754,ORD_USER
10747987,2978,5696,2003,ORG_MAN
609,912,5525,1351,BUSINESS_MAN
10475329,45248,6538,1882,ORD_USER
10688129,43330,7540,1754,ORD_USER
610,912,7789,1351,BUSINESS_MAN
667,1040,6238,1164,ORD_USER
10748001,14879,4480,1469,ORD_USER
10748003,14880,4476,1171,ORD_USER
10688133,7514,6666,1203,ORD_USER
10688135,7591,6666,1203,ORD_USER
613,915,7755,1439,BUSINESS_MAN
10688139,29820,6666,1203,ORD_USER
10748673,33882,7823,1039,ORD_USER
10688157,4260,6684,1758,ORG_MAN
10688163,15011,6424,1471,ORD_USER
10748686,34022,7628,1500,ORD_USER
10748688,34059,4207,1751,ORD_USER
10748706,537,5440,1500,ORD_USER
10688507,29065,6551,1471,ORD_USER
10688597,35533,6656,1203,ORD_USER
10688634,45216,7539,1203,ORD_USER
10688868,42787,6665,1203,ORD_USER
10762433,43563,7883,1702,ORD_USER
10738250,46377,2896,1751,ORD_USER
10786931,46775,7877,1471,ORD_USER
10786933,46847,7876,1751,ORD_USER
10749950,36113,3518,1764,ORD_USER
10786935,46552,5527,1751,ORD_USER
10749952,45963,7628,1203,ORD_USER
10738252,47147,7454,1313,ORD_USER
10738254,47151,7448,1753,ORD_USER
10738256,46546,7445,1751,ORD_USER
10786937,46682,5527,1171,ORD_USER
10738297,34037,2896,1547,ORD_USER
10738301,44750,7653,1753,ORD_USER
10747991,2729,5440,1751,ORD_USER
10160795,38729,7135,1789,BUSINESS_MAN
10765105,31878,7133,1500,ORD_USER
10765245,15805,7475,1500,ORD_USER
10747993,2748,2032,1500,ORD_USER
704,1137,6238,1164,ORD_USER
10765269,206,1082,1490,ORD_USER
708,1146,6236,1794,ORD_USER
10658736,29593,7558,1465,ORD_USER
10765440,46259,7587,1601,ORD_USER
10658737,29593,7558,1465,DEV_USER
10765442,46577,7587,1702,ORD_USER
10459423,41478,7675,2002,ORD_USER
715,1169,6532,1465,ORD_USER
10748120,15147,4212,1751,ORD_USER
10459431,43636,7675,1469,ORD_USER
10459433,42716,7574,1601,ORD_USER
10459435,41480,7675,2002,ORD_USER
10765444,46591,7587,1753,ORD_USER
10748122,15402,6771,2002,ORD_USER
724,1189,3910,1611,ORD_USER
10765446,46485,7708,1702,ORD_USER
10765448,46539,7702,1751,ORD_USER
10765450,45530,7868,1601,ORD_USER
10765452,46798,7587,1203,ORD_USER
10658738,29593,7558,1465,PLAT_DEVOPS
10787276,47234,7135,1313,ORD_USER
10658739,29593,7558,1465,BUSINESS_MAN
10765454,46718,7439,1751,ORD_USER
10658740,29593,7558,1465,ORG_MAN
10765456,46731,7587,1702,ORD_USER
10658886,37094,7745,1471,ORD_USER
736,1227,6046,1001,ORD_USER
10787300,46556,7427,1753,ORD_USER
10658890,3074,3458,1611,ORD_USER
10765458,46744,7885,1702,ORD_USER
10765581,18854,7441,2002,ORD_USER
10726041,7589,3947,1762,ORD_USER
742,1244,6238,1164,ORD_USER
743,1246,7025,1203,ORD_USER
10726043,44465,6748,1200,ORD_USER
10787302,45918,7427,1751,ORD_USER
10787304,46092,7427,1739,ORD_USER
10765582,18854,7441,2002,BUSINESS_MAN
10765583,18854,7441,2002,DEV_USER
10658892,32098,6550,1471,ORD_USER
10658894,17690,7517,1471,ORD_USER
10726045,13604,6748,1751,ORD_USER
10726053,45645,6391,1471,ORD_USER
10726055,32004,6391,1500,ORD_USER
10787308,286,7427,1601,ORD_USER
10787310,46905,7427,1769,ORD_USER
10787388,46311,7427,1751,ORD_USER
10748128,29531,2713,1751,ORD_USER
10766246,919,5363,1740,ORD_USER
10597968,46918,7698,1702,ORD_USER
10766248,23946,7891,1203,ORD_USER
10726059,30973,6391,1500,ORD_USER
763,1310,6041,1001,ORD_USER
10726061,34146,3946,1203,ORD_USER
10766250,21781,3806,1751,ORD_USER
10726063,7238,6391,1500,ORD_USER
10192732,1679,6048,1001,ORD_USER
10659196,47009,6550,1943,ORD_USER
10787392,46801,7427,1633,ORD_USER
10766252,128,7747,1366,ORD_USER
772,1352,6480,1171,ORD_USER
773,1353,7715,1633,ORD_USER
774,1355,6568,1203,ORD_USER
778,1366,2513,2036,ORD_USER
10659349,45556,7860,1601,ORD_USER
10726065,42792,6391,1471,ORD_USER
783,1376,3800,1547,ORD_USER
10726067,45846,6471,1942,ORD_USER
10748145,29819,7749,1350,ORG_MAN
789,1397,5521,2002,ORD_USER
790,1399,7025,1203,ORD_USER
693,1106,4984,1393,BUSINESS_MAN
694,1106,7555,1393,BUSINESS_MAN
695,1106,7560,1393,BUSINESS_MAN
696,1106,7571,1393,BUSINESS_MAN
10748256,32339,7684,2002,BUSINESS_MAN
10748273,3817,4207,1500,ORD_USER
10748366,4445,3517,2003,ORG_MAN
10748368,37987,2457,1469,ORD_USER
10787312,46597,7427,1751,ORD_USER
10787314,46938,7427,1745,ORD_USER
10764509,42712,7574,1601,ORD_USER
794,1411,3910,1611,ORD_USER
795,1413,7597,1547,ORD_USER
10749954,46181,7617,1313,ORD_USER
10738273,44710,7850,1313,ORD_USER
10658888,17240,4781,1465,ORD_USER
799,1430,6518,1500,ORD_USER
10738275,44712,6402,1313,ORD_USER
10749956,46336,2457,1313,ORD_USER
10750089,30065,4481,1751,ORD_USER
10750091,29759,4212,1171,ORD_USER
10764512,30695,7413,1439,ORD_USER
805,1455,7517,1471,ORD_USER
10726048,29584,6748,1751,ORD_USER
10659353,46373,7704,1633,ORD_USER
10659355,46362,6276,1601,ORD_USER
10738277,33943,6398,1203,ORD_USER
10726080,45189,6471,1942,ORD_USER
10659366,45595,7517,1471,ORD_USER
10659368,45774,7609,1751,ORD_USER
10659370,46296,7576,1702,ORD_USER
10787316,44866,7427,1702,ORD_USER
10738432,36074,7847,1203,ORD_USER
10738434,36348,7849,1200,ORD_USER
10687825,2703,6420,1768,ORG_MAN
10687827,18088,6421,1471,ORD_USER
820,1477,6143,1746,ORD_USER
10787318,46821,7427,1633,ORD_USER
10738436,36348,7850,1200,ORG_MAN
10764514,30695,7312,1439,ORG_MAN
10764516,30695,4859,1439,ORG_MAN
10738438,45726,7878,1753,ORD_USER
10748005,15001,2145,1171,ORD_USER
10764518,395,6522,1758,ORD_USER
10787320,45263,7427,1746,ORD_USER
831,1525,6480,1500,ORD_USER
10765113,46990,7655,1467,ORD_USER
10787322,45281,7427,2042,ORD_USER
10787324,46815,7427,1467,ORD_USER
10689540,24453,6929,1764,ORD_USER
10787326,46338,7427,1500,ORD_USER
10689552,24093,6668,1203,ORD_USER
838,1539,6057,1500,ORD_USER
10765420,46334,7587,1601,ORD_USER
10765422,46473,7587,1203,ORD_USER
10689554,26907,6415,1768,ORG_MAN
10689556,24936,7264,1751,ORD_USER
845,1567,6480,1171,ORD_USER
10748011,14882,7616,1152,ORD_USER
10748035,29389,4212,1754,ORD_USER
10748037,29481,4210,1633,ORD_USER
10748087,3335,6764,1751,ORD_USER
10748089,3473,6197,1745,ORD_USER
857,1592,6143,1746,ORD_USER
858,1601,4781,1465,ORD_USER
859,1602,6046,1152,ORD_USER
10748107,15154,4210,1473,ORD_USER
865,1642,7013,1471,ORD_USER
869,1656,4198,1500,ORD_USER
10748328,31470,4208,1751,ORD_USER
10408994,46598,7251,1203,ORD_USER
10748342,37892,4208,1751,ORD_USER
10192720,18903,6529,1465,ORD_USER
10437323,45842,7584,1702,ORD_USER
891,1742,3909,1611,ORD_USER
10437377,45920,7855,1751,ORD_USER
895,1752,7739,1500,ORD_USER
10192734,23501,7291,2002,ORD_USER
897,1757,7325,2046,ORD_USER
10748348,37902,1987,2002,ORD_USER
900,1762,3910,1611,ORD_USER
10437379,45756,7466,1469,ORD_USER
10459439,46569,6870,1943,ORD_USER
10748350,37699,4477,1633,ORD_USER
10459441,46737,7561,1313,ORD_USER
10474870,45294,6538,1882,ORD_USER
10597697,21857,7641,1611,ORD_USER
10597743,29527,7724,1500,ORD_USER
10391333,41163,7880,1768,ORG_MAN
10738316,34502,4878,1469,ORD_USER
10749958,46529,3518,1203,ORD_USER
905,1787,3909,1611,ORD_USER
10765513,159,3848,1584,ORD_USER
10726069,20933,6391,1500,ORD_USER
908,1801,3976,1471,ORD_USER
10749962,46271,1987,1751,ORD_USER
10726071,28236,3946,1203,ORD_USER
10787328,46935,7427,1633,ORD_USER
10787330,46303,7427,1633,ORD_USER
10761281,18322,7804,1439,ORG_MAN
10787332,46782,7427,1633,ORD_USER
10787334,46895,7427,1633,ORD_USER
10787336,47019,7427,1751,ORD_USER
10787338,47001,7427,2002,ORD_USER
10787340,46907,7427,1769,ORD_USER
10726075,31985,3946,1203,ORD_USER
10658900,34884,7527,1943,ORD_USER
10726077,46891,6471,1942,ORD_USER
10659357,45850,3818,1751,ORD_USER
