customer_code,customer_name,industry,sales_person,dept_name,opp_opp_code,opp_opp_name,opp_opp_status,project_project_code,project_project_name,project_project_status
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000031,武汉商行-BI-项目,签约成功,PROJ00000105,武汉商行-MASS-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000031,武汉商行-BI-项目,签约成功,PROJ00000016,武汉商行-CRM-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000031,武汉商行-BI-项目,签约成功,PROJ00000015,武汉商行-BI-实施项目,完成回款
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000032,武汉商行-数据工厂-项目,方案交流,PROJ00000105,武汉商行-MASS-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000032,武汉商行-数据工厂-项目,方案交流,PROJ00000016,武汉商行-CRM-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000032,武汉商行-数据工厂-项目,方案交流,PROJ00000015,武汉商行-BI-实施项目,完成回款
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000033,武汉商行-MASS-项目,线索获取,PROJ00000105,武汉商行-MASS-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000033,武汉商行-MASS-项目,线索获取,PROJ00000016,武汉商行-CRM-实施项目,项目交付
武汉市商业银行股份有限公司,武汉市商业银行股份有限公司,金融,张无忌,华中-金融组,OPP00000033,武汉商行-MASS-项目,线索获取,PROJ00000015,武汉商行-BI-实施项目,完成回款
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000034,鄂省卫健-CRM-项目,签约成功,PROJ00000143,湖北卫健-BI-实施项目,安装部署
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000034,鄂省卫健-CRM-项目,签约成功,PROJ00000017,鄂省卫健-CRM-实施项目,收入确认
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000035,鄂省卫健-BI-项目,商务报价,PROJ00000143,湖北卫健-BI-实施项目,安装部署
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000035,鄂省卫健-BI-项目,商务报价,PROJ00000017,鄂省卫健-CRM-实施项目,收入确认
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000036,鄂省卫健-智能体-项目,签约失败,PROJ00000143,湖北卫健-BI-实施项目,安装部署
湖北省卫生健康委员会,湖北省卫生健康委员会,政府,张无忌,华中-金融组,OPP00000036,鄂省卫健-智能体-项目,签约失败,PROJ00000017,鄂省卫健-CRM-实施项目,收入确认
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000037,南京银行-BI-项目,签约成功,PROJ00000106,南京银行-CRM-实施项目,收入确认
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000037,南京银行-BI-项目,签约成功,PROJ00000019,南京银行-MASS-实施项目,项目上线
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000037,南京银行-BI-项目,签约成功,PROJ00000018,南京银行-BI-实施项目,完成回款
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000038,南京银行-CRM-项目,方案交流,PROJ00000106,南京银行-CRM-实施项目,收入确认
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000038,南京银行-CRM-项目,方案交流,PROJ00000019,南京银行-MASS-实施项目,项目上线
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000038,南京银行-CRM-项目,方案交流,PROJ00000018,南京银行-BI-实施项目,完成回款
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000039,南京银行-数据工厂-项目,线索获取,PROJ00000106,南京银行-CRM-实施项目,收入确认
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000039,南京银行-数据工厂-项目,线索获取,PROJ00000019,南京银行-MASS-实施项目,项目上线
南京银行股份有限公司,南京银行股份有限公司,金融,胡斐,华东-金融组,OPP00000039,南京银行-数据工厂-项目,线索获取,PROJ00000018,南京银行-BI-实施项目,完成回款
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000040,苏省数据-CRM-项目,签约成功,PROJ00000144,苏省大数据-BI-实施项目,项目交付
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000040,苏省数据-CRM-项目,签约成功,PROJ00000021,苏省数据-数据工厂-实施项目,项目上线
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000040,苏省数据-CRM-项目,签约成功,PROJ00000020,苏省数据-CRM-实施项目,收入确认
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000041,苏省数据-BI-项目,商务报价,PROJ00000144,苏省大数据-BI-实施项目,项目交付
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000041,苏省数据-BI-项目,商务报价,PROJ00000021,苏省数据-数据工厂-实施项目,项目上线
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000041,苏省数据-BI-项目,商务报价,PROJ00000020,苏省数据-CRM-实施项目,收入确认
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000042,苏省数据-智能体-项目,线索获取,PROJ00000144,苏省大数据-BI-实施项目,项目交付
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000042,苏省数据-智能体-项目,线索获取,PROJ00000021,苏省数据-数据工厂-实施项目,项目上线
江苏省大数据管理中心,江苏省大数据管理中心,政府,狄云,华东-政府组,OPP00000042,苏省数据-智能体-项目,线索获取,PROJ00000020,苏省数据-CRM-实施项目,收入确认
浙江大学,浙江大学,教育,狄云,华东-政府组,OPP00000043,浙大-BI-项目,签约成功,PROJ00000022,浙大-BI-实施项目,完成回款
浙江大学,浙江大学,教育,狄云,华东-政府组,OPP00000044,浙大-智能体-项目,方案交流,PROJ00000022,浙大-BI-实施项目,完成回款
浙江大学,浙江大学,教育,狄云,华东-政府组,OPP00000045,浙大-CRM-项目,签约失败,PROJ00000022,浙大-BI-实施项目,完成回款
阿里巴巴（中国）有限公司,阿里巴巴（中国）有限公司,制造,狄云,华东-政府组,OPP00000046,阿里巴巴-数据工厂-项目,签约成功,PROJ00000107,阿里巴巴-MASS-实施项目,项目上线
